emp_no,birth_date
38191,1952-08-06
38192,1955-03-25
38196,1953-03-10
38207,1954-09-26
38212,1954-02-05
38226,1955-07-16
38227,1952-07-07
38230,1952-07-13
38233,1953-10-25
38241,1955-12-08
38243,1953-10-01
38244,1953-05-07
38250,1953-01-05
38251,1952-12-23
38253,1955-07-28
38258,1954-01-20
38266,1953-10-21
38267,1952-07-14
38268,1955-08-31
38279,1954-02-20
38283,1953-05-11
38298,1954-09-12
38309,1953-02-08
38320,1952-05-25
38323,1952-09-27
38333,1955-09-16
38334,1954-02-27
38346,1955-04-11
38354,1952-02-19
38359,1953-03-15
38360,1953-11-03
38363,1952-10-06
38364,1955-01-30
38372,1954-08-14
38384,1953-12-14
38385,1952-03-26
38386,1952-03-02
38388,1955-02-13
38392,1953-01-23
38394,1955-07-09
38399,1952-08-23
38400,1954-08-20
38425,1953-08-10
38427,1955-10-06
38432,1954-09-17
38435,1952-04-25
38442,1953-03-04
38451,1952-05-13
38457,1953-03-12
38461,1955-04-13
38463,1955-03-05
38476,1955-12-03
38479,1952-11-29
38480,1952-11-01
38485,1952-12-22
38491,1952-04-15
38497,1954-03-03
38500,1954-04-22
38518,1955-06-20
38526,1955-04-16
38552,1955-12-27
38553,1953-04-21
38561,1953-04-19
38602,1954-11-09
38603,1952-06-18
38611,1952-09-29
38612,1955-06-12
38613,1954-11-02
38617,1952-11-24
38618,1952-06-17
38619,1952-11-08
38625,1952-09-03
38639,1953-05-23
38653,1952-05-25
38666,1954-04-16
38674,1953-02-24
38676,1954-05-18
38679,1954-05-17
38694,1953-01-27
38697,1955-09-12
38701,1952-08-13
38707,1952-10-12
38715,1952-08-14
38716,1954-06-16
38717,1953-04-22
38722,1954-03-04
38743,1955-10-17
38747,1953-08-14
38760,1954-07-02
38761,1954-07-24
38764,1955-07-10
38766,1953-09-26
38768,1954-09-08
38771,1953-03-07
38774,1953-10-02
38781,1952-04-14
38784,1953-06-22
38790,1955-04-12
38794,1953-08-13
38809,1953-10-27
38815,1952-05-08
38816,1952-05-08
38824,1955-01-02
38827,1952-05-04
38830,1954-03-10
38838,1955-04-29
38845,1953-01-01
38847,1953-08-08
38851,1954-03-04
38852,1953-11-05
38858,1954-05-23
38859,1954-03-31
38867,1955-08-05
38890,1954-07-27
38911,1955-08-26
38915,1953-06-29
38916,1954-12-04
38917,1954-11-03
38921,1952-11-23
38929,1954-05-21
38930,1954-04-26
38936,1952-08-21
38951,1952-09-03
38952,1954-03-13
38960,1953-09-05
38961,1955-07-29
38974,1955-09-18
38978,1953-02-11
38981,1954-12-05
38990,1952-08-12
39011,1953-09-27
39025,1954-02-03
39027,1954-10-07
39031,1952-10-11
39035,1953-11-29
39041,1954-06-07
39043,1952-02-06
39051,1952-03-11
39056,1954-10-08
39077,1954-08-01
39087,1952-03-14
39088,1953-07-17
39093,1952-02-13
39094,1953-10-10
39106,1954-12-29
39113,1952-12-06
39119,1955-10-29
39132,1952-04-20
39143,1952-11-21
39151,1952-12-15
39173,1955-03-28
39181,1952-02-05
39186,1954-04-09
39191,1953-06-09
39210,1954-09-23
39220,1954-03-18
39226,1955-11-02
39232,1952-06-02
39234,1954-03-02
39236,1952-08-21
39237,1952-07-28
39248,1955-10-31
39258,1955-09-08
39259,1953-05-07
39264,1953-09-03
39276,1953-10-10
39278,1953-08-25
39286,1954-03-19
39289,1954-05-10
39290,1955-10-15
39304,1954-05-17
39331,1952-03-07
39333,1955-04-29
39337,1953-09-23
39338,1952-07-06
39342,1953-09-05
39361,1955-06-23
39366,1953-09-06
39375,1955-08-27
39406,1955-05-08
39409,1953-01-16
39415,1954-07-11
39416,1954-04-16
39419,1953-11-05
39422,1953-04-24
39425,1954-05-05
39426,1952-10-13
39429,1953-11-28
39433,1953-06-25
39439,1952-06-22
39443,1952-06-13
39445,1954-03-28
39447,1953-01-02
39456,1955-11-05
39474,1952-09-12
39480,1954-10-19
39481,1952-04-06
39486,1954-06-27
39506,1952-10-29
39507,1952-04-12
39522,1953-08-13
39529,1954-11-08
39533,1954-01-31
39534,1954-06-20
39537,1953-07-04
39538,1952-10-07
39543,1952-11-28
39587,1952-06-20
39595,1955-05-06
39600,1953-06-24
39601,1952-04-10
39612,1952-08-22
39616,1953-02-09
39624,1954-11-08
39629,1952-06-20
39637,1952-03-23
39640,1955-12-06
39644,1952-09-17
39646,1955-08-02
39657,1953-04-07
39658,1952-08-01
39662,1952-11-11
39668,1953-05-03
39669,1954-05-12
39671,1952-03-02
39674,1952-11-16
39675,1952-09-08
39678,1953-02-08
39683,1954-08-18
39697,1955-06-23
39704,1955-10-27
39705,1955-04-21
39706,1954-05-25
39707,1955-01-23
39717,1953-10-25
39721,1955-10-25
39729,1953-08-31
39730,1952-02-21
39735,1952-07-20
39743,1955-02-02
39747,1955-02-23
39753,1952-08-14
39759,1954-06-04
39777,1953-03-21
39780,1953-08-21
39784,1955-04-23
39793,1953-12-30
39797,1953-07-09
39806,1955-01-12
39809,1952-12-03
39812,1955-02-07
39821,1952-02-25
39840,1954-12-28
39842,1953-08-30
39844,1953-01-04
39846,1954-10-02
39852,1954-10-12
39853,1952-05-26
39854,1953-05-14
39859,1954-04-19
39870,1954-01-27
39873,1955-11-04
39883,1955-02-19
39895,1952-07-15
39908,1954-06-14
39915,1952-06-08
39918,1953-10-10
39925,1952-11-12
39933,1953-03-17
39940,1955-04-27
39941,1955-09-27
39942,1952-10-06
39946,1952-05-05
39955,1955-11-11
39959,1954-02-21
39960,1952-08-19
39968,1953-10-01
39969,1955-10-15
39970,1954-08-03
39989,1952-06-30
39992,1953-10-26
39995,1954-11-09
40000,1953-12-17
40004,1955-09-09
40008,1955-02-21
40010,1952-08-22
40011,1952-04-28
40014,1954-01-15
40018,1955-10-28
40021,1955-03-08
40026,1954-07-27
40028,1954-03-24
40045,1952-12-22
40048,1954-08-04
40052,1954-12-13
40070,1953-03-07
40075,1955-01-18
40087,1952-11-27
40103,1953-07-20
40106,1954-05-30
40113,1952-03-23
40118,1953-05-05
40127,1955-03-19
40129,1952-12-13
40134,1953-02-25
40137,1952-06-07
40147,1955-04-07
40148,1954-03-14
40165,1952-02-08
40168,1954-01-29
40182,1955-04-11
40185,1953-07-06
40203,1952-06-21
40217,1955-12-10
40226,1954-02-20
40244,1953-01-16
40245,1955-04-14
40250,1952-10-31
40256,1954-08-26
40262,1952-09-20
40266,1955-04-12
40273,1955-02-07
40274,1955-08-10
40313,1952-03-04
40315,1954-06-30
40327,1955-01-15
40329,1952-08-04
40331,1953-10-30
40333,1954-05-11
40360,1955-07-09
40362,1954-06-01
40373,1955-11-28
40379,1952-03-21
40392,1952-10-27
40393,1953-10-24
40394,1955-07-27
40397,1955-08-24
40398,1952-11-25
40400,1955-08-28
40402,1955-09-30
40409,1954-01-13
40416,1955-09-12
40417,1953-10-28
40423,1954-07-16
40424,1953-05-08
40427,1953-06-16
40428,1955-07-07
40447,1953-06-01
40450,1953-01-15
40456,1955-10-08
40463,1954-02-10
40464,1955-03-19
40467,1952-04-25
40469,1952-09-10
40471,1954-10-16
40476,1955-09-28
40480,1954-07-08
40487,1953-12-03
40489,1954-03-17
40491,1953-07-27
40493,1955-09-17
40494,1954-02-05
40500,1954-04-16
40501,1952-02-27
40503,1952-04-24
40506,1955-09-04
40508,1952-03-26
40517,1952-03-05
40520,1952-09-21
40522,1954-05-22
40533,1955-05-17
40548,1955-06-29
40563,1954-02-01
40568,1955-04-08
40569,1952-07-23
40574,1955-01-18
40576,1955-07-12
40581,1953-04-12
40587,1952-06-02
40588,1953-03-24
40591,1955-12-14
40592,1954-04-16
40593,1955-05-12
40595,1952-09-04
40599,1953-06-17
40600,1954-01-07
40608,1955-11-12
40622,1955-07-09
40624,1952-09-17
40647,1953-05-09
40658,1954-05-02
40660,1952-02-02
40679,1954-07-12
40690,1955-07-01
40702,1952-07-14
40704,1952-07-11
40728,1954-05-29
40730,1955-10-06
40737,1954-02-24
40739,1955-09-01
40741,1954-09-14
40743,1953-05-17
40746,1952-09-12
40760,1953-04-25
40768,1953-01-21
40769,1954-11-16
40776,1953-11-15
40778,1953-06-12
40779,1954-05-07
40780,1955-06-01
40782,1954-06-10
40786,1952-11-29
40806,1955-03-28
40810,1952-05-01
40815,1955-02-16
40822,1952-09-09
40834,1953-09-28
40841,1954-04-05
40853,1952-04-04
40855,1954-09-21
40856,1953-07-02
40867,1955-05-09
40868,1952-04-30
40869,1954-02-14
40871,1955-08-11
40872,1952-05-17
40891,1953-12-21
40897,1955-10-02
40901,1954-10-16
40907,1954-09-17
40910,1954-10-22
40928,1955-08-13
40932,1952-08-26
40938,1955-01-24
40943,1955-01-29
40944,1952-12-26
40946,1952-11-29
40950,1953-04-04
40952,1952-06-29
40955,1955-11-07
40961,1953-12-25
40966,1952-11-17
40977,1954-01-13
40979,1955-09-30
40985,1952-02-06
40987,1953-09-03
40989,1953-08-26
40991,1953-02-04
40995,1953-02-23
41002,1954-10-11
41029,1954-05-24
41038,1955-03-16
41040,1955-10-19
41046,1955-09-28
41061,1952-06-20
41074,1953-10-10
41076,1955-01-28
41077,1952-12-14
41081,1953-02-16
41095,1954-04-25
41097,1955-07-01
41111,1952-11-02
41116,1954-10-18
41121,1952-04-01
41123,1952-11-01
41128,1955-01-14
41143,1953-07-20
41147,1954-04-26
41149,1953-09-18
41150,1953-04-25
41169,1955-03-06
41179,1954-02-11
41187,1955-12-27
41197,1954-03-24
41198,1952-12-05
41205,1955-09-21
41206,1954-10-31
41212,1954-01-09
41216,1955-01-13
41217,1955-06-14
41230,1955-09-13
41240,1954-12-29
41244,1954-06-30
41251,1952-06-02
41274,1954-08-18
41280,1952-05-24
41283,1954-11-20
41287,1955-03-19
41293,1954-01-20
41299,1955-05-19
41301,1952-05-03
41304,1952-11-30
41326,1954-01-24
41327,1954-02-26
41332,1954-09-20
41335,1952-05-24
41343,1955-12-12
41369,1955-05-04
41370,1954-09-15
41373,1953-08-04
41374,1952-02-03
41375,1953-12-29
41399,1954-12-17
41404,1952-02-08
41416,1952-05-23
41420,1953-10-07
41422,1952-07-20
41425,1954-04-18
41434,1955-09-13
41437,1952-09-03
41445,1955-12-31
41451,1952-07-31
41461,1953-02-07
41485,1954-07-15
41507,1953-05-28
41514,1953-04-07
41516,1954-11-28
41521,1955-03-01
41544,1953-11-16
41553,1953-10-11
41554,1952-10-20
41558,1952-09-15
41567,1954-12-18
41575,1954-04-05
41578,1953-05-13
41587,1954-03-30
41590,1953-11-01
41603,1954-05-15
41604,1954-01-14
41612,1954-10-29
41628,1953-08-16
41629,1955-08-14
41632,1953-10-24
41634,1954-08-25
41636,1953-01-06
41641,1952-04-06
41643,1953-09-03
41644,1953-11-05
41653,1954-02-20
41654,1954-12-17
41658,1954-08-24
41660,1952-04-10
41662,1955-11-26
41671,1953-04-10
41674,1954-01-14
41677,1952-09-18
41685,1952-07-27
41688,1954-11-19
41702,1953-10-19
41703,1953-03-08
41709,1954-02-03
41714,1955-05-05
41717,1953-08-10
41718,1955-08-08
41724,1955-01-27
41727,1952-12-28
41734,1954-07-12
41739,1952-02-25
41751,1955-08-05
41752,1955-08-03
41754,1953-02-16
41756,1955-06-01
41757,1955-05-10
41759,1953-02-01
41763,1954-08-11
41778,1954-02-20
41790,1953-03-17
41793,1953-05-16
41808,1954-08-11
41814,1953-05-20
41819,1953-01-02
41835,1953-09-22
41836,1954-11-26
41840,1953-05-30
41845,1955-02-12
41855,1954-04-22
41857,1953-04-27
41863,1952-03-03
41864,1953-01-16
41867,1955-09-10
41869,1953-09-20
41870,1953-07-28
41874,1954-03-31
41883,1955-12-03
41885,1952-10-10
41888,1953-11-11
41891,1955-07-23
41907,1955-07-31
41910,1954-05-31
41918,1955-04-19
41919,1954-10-10
41933,1955-02-10
41934,1952-06-08
41935,1954-07-04
41939,1953-02-20
41943,1953-09-26
41944,1953-05-03
41955,1953-07-27
41960,1955-11-22
41961,1955-02-16
41964,1955-09-04
41966,1953-01-07
41971,1954-07-05
41973,1955-08-16
41977,1952-12-24
41979,1954-08-26
41980,1955-02-14
41981,1952-03-21
41983,1952-07-27
41988,1953-03-10
41993,1952-12-31
42004,1955-08-19
42007,1953-12-30
42019,1953-02-12
42020,1954-09-25
42021,1952-02-18
42024,1953-06-03
42026,1952-10-13
42032,1953-03-10
42055,1952-10-24
42059,1954-07-25
42074,1955-02-02
42075,1954-07-18
42088,1955-01-30
42097,1954-12-08
42100,1955-05-17
42103,1954-10-24
42104,1955-12-08
42106,1952-09-04
42112,1954-04-04
42118,1953-12-31
42128,1955-11-05
42131,1954-03-07
42139,1952-04-26
42140,1954-10-19
42149,1955-07-18
42171,1953-02-20
42173,1953-11-08
42174,1955-08-13
42185,1952-02-22
42188,1955-01-04
42191,1954-04-14
42194,1952-07-31
42196,1954-12-07
42199,1952-05-02
42202,1952-07-17
42209,1954-06-01
42218,1954-09-07
42219,1955-04-29
42223,1955-01-10
42233,1954-12-13
42237,1952-10-10
42249,1954-04-20
42254,1952-08-06
42255,1954-10-15
42260,1955-10-20
42270,1954-07-24
42271,1953-11-02
42272,1954-05-05
42273,1953-12-16
42274,1952-09-19
42277,1954-05-31
42287,1954-09-07
42291,1952-10-20
42293,1955-12-20
42297,1954-04-23
42300,1952-02-28
42304,1955-07-30
42317,1953-09-22
42325,1954-10-08
42330,1953-03-29
42333,1955-12-23
42352,1954-01-13
42355,1954-02-06
42359,1955-08-15
42366,1955-11-14
42377,1953-05-27
42378,1954-06-02
42380,1952-10-06
42387,1955-12-04
42398,1952-03-22
42400,1954-07-03
42402,1953-12-25
42403,1953-04-20
42405,1952-09-14
42410,1955-01-21
42434,1952-06-22
42468,1954-01-16
42471,1955-03-06
42484,1954-02-14
42488,1954-09-24
42498,1953-04-06
42504,1954-06-20
42524,1952-08-09
42534,1954-04-21
42541,1954-09-07
42544,1952-10-22
42549,1955-01-24
42560,1955-10-27
42566,1955-02-09
42571,1955-03-12
42583,1955-11-15
42592,1953-06-19
42606,1955-05-10
42615,1952-09-11
42616,1955-05-12
42617,1953-12-26
42623,1955-04-13
42627,1953-02-03
42643,1953-11-11
42663,1952-10-30
42666,1952-07-16
42672,1954-07-04
42680,1952-02-09
42691,1953-10-22
42694,1953-05-15
42698,1954-05-03
42701,1954-07-09
42713,1955-09-24
42714,1953-11-15
42715,1955-09-14
42717,1953-04-11
42752,1954-08-02
42768,1953-06-09
42786,1953-05-31
42799,1955-11-09
42805,1952-04-21
42811,1955-09-07
42812,1953-09-27
42816,1955-05-27
42818,1955-06-01
42824,1953-09-03
42827,1954-05-19
42830,1955-01-04
42838,1955-01-19
42846,1952-08-12
42852,1952-10-26
42856,1954-06-06
42857,1952-03-16
42865,1954-09-18
42866,1954-11-14
42869,1952-08-23
42870,1954-10-08
42886,1954-12-24
42890,1953-06-22
42892,1954-02-16
42901,1955-11-29
42909,1955-11-03
42914,1955-12-30
42919,1952-05-12
42926,1952-11-06
42927,1953-08-12
42929,1953-11-18
42930,1954-06-29
42931,1952-07-30
42939,1955-03-22
42940,1953-03-31
42942,1952-10-11
42944,1955-02-07
42947,1952-04-17
42948,1952-04-14
42949,1954-05-30
42953,1952-02-13
42954,1955-06-22
42970,1954-09-06
42973,1954-03-22
42981,1955-07-12
42998,1953-03-22
43008,1954-08-15
43013,1953-02-26
43014,1954-07-18
43018,1953-02-11
43021,1955-02-18
43025,1954-03-26
43026,1954-03-12
43028,1955-01-29
43035,1952-05-15
43043,1955-01-12
43044,1952-12-26
43045,1952-12-13
43054,1953-12-12
43065,1953-05-30
43072,1955-08-04
43073,1955-12-01
43078,1953-02-11
43079,1952-09-03
43082,1953-11-18
43083,1953-09-15
43084,1953-11-02
43089,1954-04-22
43091,1955-06-20
43093,1953-10-26
43096,1954-09-02
43097,1955-08-18
43104,1952-05-23
43107,1954-04-23
43108,1955-05-21
43115,1952-05-28
43129,1955-06-15
43136,1952-04-17
43143,1952-03-14
43157,1955-03-08
43161,1955-11-27
43166,1954-03-22
43177,1952-07-11
43181,1953-12-30
43186,1954-12-30
43189,1954-07-18
43191,1955-12-06
43192,1952-02-14
43193,1955-12-02
43196,1953-05-01
43198,1954-12-27
43200,1953-02-03
43202,1954-05-19
43207,1953-08-06
43215,1955-08-19
43218,1952-03-19
43224,1954-12-09
43232,1955-02-10
43242,1955-04-02
43249,1953-04-18
43250,1952-05-15
43257,1953-02-17
43289,1954-06-07
43293,1953-08-01
43308,1953-12-27
43311,1955-05-16
43313,1955-03-20
43315,1952-10-08
43317,1954-09-07
43338,1954-05-01
43340,1954-10-09
43348,1954-05-05
43353,1953-10-28
43355,1953-10-16
43370,1955-07-21
43372,1953-10-24
43373,1952-09-03
43390,1955-08-09
43391,1954-02-17
43392,1955-12-06
43402,1955-07-22
43404,1955-03-27
43412,1952-09-15
43419,1955-03-21
43420,1952-08-02
43422,1953-05-28
43423,1952-07-07
43429,1955-12-26
43434,1953-07-11
43444,1955-12-31
43445,1955-02-20
43447,1954-05-06
43448,1953-02-28
43451,1952-04-16
43455,1955-04-30
43459,1955-03-28
43461,1954-10-29
43479,1955-09-10
43491,1954-12-23
43498,1952-07-22
43500,1954-01-11
43508,1954-02-02
43512,1953-01-05
43514,1954-03-05
43516,1953-09-25
43524,1953-10-03
43540,1955-06-24
43545,1955-12-02
43546,1953-08-25
43556,1954-12-06
43581,1953-06-30
43583,1952-06-30
43584,1954-02-26
43589,1955-11-28
43594,1954-05-17
43601,1952-02-08
43605,1953-10-15
43609,1953-05-22
43612,1955-10-03
43627,1953-12-07
43633,1953-06-13
43642,1955-04-03
43649,1954-03-29
43658,1952-04-01
43659,1955-02-13
43660,1952-10-20
43668,1954-09-02
43684,1953-06-16
43689,1952-09-04
43691,1953-09-22
43703,1952-09-09
43709,1953-11-17
43716,1954-03-17
43727,1953-07-05
43742,1952-10-12
43776,1954-05-10
43779,1953-05-13
43781,1952-06-01
43783,1952-03-13
43791,1953-10-10
43805,1953-09-04
43807,1953-11-01
43815,1955-07-22
43818,1954-09-25
43820,1953-05-17
43838,1953-11-07
43845,1952-02-05
43847,1955-10-11
43861,1952-09-22
43876,1955-01-03
43877,1952-12-22
43878,1955-08-28
43883,1953-10-31
43887,1952-03-26
43898,1953-09-10
43901,1953-11-12
43907,1955-12-17
43909,1953-10-09
43916,1953-09-29
43921,1954-07-03
43935,1952-08-31
43941,1953-11-09
43945,1952-09-04
43948,1953-12-27
43956,1953-01-16
43963,1953-07-08
43964,1953-04-29
43965,1952-03-21
43969,1955-07-08
43981,1953-09-05
43990,1954-09-24
43996,1954-05-12
43997,1954-02-20
44002,1953-03-21
44003,1952-10-29
44011,1955-08-21
44018,1955-08-18
44024,1955-05-01
44025,1954-03-06
44029,1955-08-09
44039,1955-11-26
44043,1954-01-30
44044,1955-11-15
44059,1952-06-07
44060,1955-11-19
44063,1955-09-14
44070,1953-01-11
44071,1952-02-06
44080,1953-12-18
44086,1952-04-21
44087,1953-03-04
44097,1955-08-01
44099,1955-01-06
44104,1955-07-01
44110,1954-08-01
44115,1954-08-16
44117,1954-07-18
44120,1954-06-09
44121,1955-11-20
44125,1952-07-26
44130,1952-04-29
44154,1953-09-06
44164,1955-03-12
44168,1952-02-14
44184,1954-03-06
44189,1954-04-03
44192,1955-07-23
44195,1953-04-01
44199,1954-07-06
44216,1954-04-20
44224,1953-01-15
44227,1953-08-24
44229,1955-11-26
44234,1954-05-10
44238,1955-10-31
44239,1955-05-02
44249,1952-05-19
44251,1955-12-21
44253,1955-07-13
44274,1952-08-13
44293,1955-05-12
44304,1953-04-04
44324,1954-04-11
44341,1953-09-10
44342,1952-10-29
44347,1952-08-22
44352,1952-12-07
44360,1953-09-17
44375,1955-04-10
44380,1954-03-06
44381,1952-04-17
44388,1953-01-06
44390,1954-04-22
44397,1954-05-14
44400,1955-08-30
44404,1952-05-01
44411,1952-11-14
44425,1953-07-30
44429,1953-07-01
44430,1953-08-16
44435,1953-06-02
44442,1953-08-18
44445,1953-02-25
44449,1954-05-01
44465,1955-06-04
44467,1953-07-28
44480,1952-06-13
44484,1955-07-23
44485,1955-09-08
44490,1954-08-01
44492,1952-02-20
44507,1954-07-17
44519,1953-12-22
44520,1954-02-01
44521,1954-01-04
44525,1953-01-27
44531,1952-08-19
44534,1953-08-05
44558,1953-05-16
44566,1953-04-15
44570,1954-06-10
44571,1954-04-01
44586,1954-09-08
44589,1955-04-26
44591,1955-12-12
44599,1955-08-23
44607,1952-02-20
44609,1952-12-10
44610,1954-09-08
44616,1955-03-01
44618,1954-11-07
44623,1953-06-05
44644,1953-11-24
44656,1952-08-26
44661,1953-01-06
44671,1955-09-09
44683,1954-11-19
44692,1955-05-02
44695,1954-04-28
44707,1952-07-16
44708,1955-12-19
44717,1955-12-21
44721,1954-02-05
44728,1952-05-06
44733,1953-12-24
44741,1953-03-08
44750,1955-09-12
44771,1954-09-16
44773,1952-05-22
44774,1953-09-18
44785,1952-09-13
44801,1952-02-26
44806,1952-11-07
44809,1955-02-03
44825,1952-05-02
44829,1953-02-14
44833,1952-09-05
44837,1954-09-21
44844,1954-10-09
44856,1953-01-07
44861,1955-07-14
44869,1952-02-22
44877,1953-04-26
44882,1954-09-11
44883,1953-06-07
44886,1953-10-02
44891,1954-10-31
44894,1955-04-25
44898,1953-04-05
44902,1954-11-30
44904,1953-08-13
44908,1954-11-26
44913,1953-06-14
44937,1955-02-21
44939,1954-12-08
44952,1952-05-29
44963,1953-03-16
44965,1953-03-03
44979,1952-02-05
44984,1955-05-15
44990,1955-08-25
44992,1953-09-16
44996,1953-01-22
44998,1954-04-19
45005,1953-04-24
45006,1953-05-10
45015,1953-09-12
45036,1955-11-07
45041,1955-12-13
45042,1952-12-23
45047,1954-07-30
45053,1954-05-30
45054,1954-09-21
45055,1954-09-29
45058,1953-06-05
45064,1954-05-26
45069,1955-02-22
45070,1954-06-25
45083,1954-10-06
45085,1955-02-02
45089,1952-04-11
45092,1955-07-15
45096,1952-07-19
45099,1953-08-01
45100,1953-05-22
45113,1954-07-13
45121,1952-12-30
45127,1953-01-02
45134,1952-02-24
45142,1952-06-03
45163,1952-12-06
45164,1955-09-04
45166,1953-05-10
45172,1952-11-23
45173,1955-11-12
45177,1952-12-07
45179,1952-04-10
45183,1954-08-21
45184,1954-12-01
45186,1953-08-01
45190,1955-08-29
45193,1954-11-11
45209,1953-03-30
45230,1953-01-02
45239,1952-12-08
45245,1955-05-30
45247,1952-08-27
45251,1953-05-15
45253,1953-03-17
45261,1952-08-19
45263,1955-09-29
45269,1952-10-08
45277,1955-07-26
45281,1952-04-11
45290,1954-01-08
45293,1955-07-18
45298,1955-12-10
45306,1954-12-25
45307,1955-03-20
45309,1954-10-19
45311,1952-10-27
45313,1952-06-28
45317,1953-03-11
45318,1954-08-14
45321,1954-05-10
45327,1955-04-26
45335,1953-06-07
45336,1955-02-04
45337,1952-02-08
45363,1952-07-24
45364,1954-05-13
45366,1954-09-08
45376,1953-12-14
45382,1954-07-28
45397,1953-10-14
45402,1954-11-01
45419,1953-06-30
45421,1952-06-06
45426,1954-10-10
45439,1952-08-29
45443,1955-04-26
45460,1953-06-05
45462,1952-09-01
45466,1952-12-12
45467,1955-03-08
45470,1955-12-14
45473,1952-06-15
45479,1954-12-14
45488,1955-09-02
45493,1954-06-26
45495,1952-09-27
45496,1955-08-20
45507,1952-06-07
45514,1955-02-15
45519,1955-09-13
45526,1954-05-27
45537,1952-06-25
45541,1952-04-06
45544,1953-01-26
45546,1952-06-08
45550,1952-04-23
45551,1952-11-18
45552,1953-03-15
45558,1955-02-26
45561,1953-10-06
45568,1953-12-30
45577,1953-06-09
45591,1955-01-08
45599,1952-04-17
45600,1954-05-05
45601,1953-09-13
45602,1954-08-27
45613,1952-12-13
45618,1954-11-29
45621,1953-02-16
45622,1952-07-16
45629,1954-10-31
45630,1953-03-09
45634,1954-06-01
45638,1952-08-18
45649,1955-11-06
45651,1953-06-03
45665,1952-09-28
45669,1954-12-03
45675,1954-11-18
45685,1955-03-02
45687,1955-04-06
45698,1955-01-02
45699,1955-08-12
45702,1955-10-11
45709,1953-12-09
45719,1955-05-14
45727,1953-07-11
45743,1953-05-10
45744,1952-08-19
45748,1955-01-09
45758,1952-04-18
45775,1954-12-02
45778,1952-10-07
45780,1954-08-23
45789,1952-03-25
45805,1953-07-22
45809,1954-01-17
45827,1953-03-27
45837,1954-10-01
45851,1953-12-04
45854,1952-02-24
45883,1955-04-08
45892,1955-08-24
45903,1955-03-16
45904,1955-12-06
45908,1953-02-01
45915,1955-01-04
45919,1954-10-22
45923,1954-05-11
45942,1955-11-12
45951,1953-08-03
45952,1954-03-08
45955,1954-02-10
45962,1954-11-08
45965,1954-11-23
45971,1955-10-20
45973,1953-08-18
45977,1952-07-06
45985,1952-05-24
45998,1953-06-21
46004,1952-11-23
46012,1954-08-17
46025,1953-02-09
46026,1955-08-25
46036,1955-12-09
46040,1955-12-02
46044,1955-08-17
46049,1953-05-29
46054,1953-12-20
46059,1955-04-10
46075,1952-08-23
46076,1954-10-12
46086,1953-12-07
46089,1954-03-09
46091,1955-02-16
46106,1954-03-09
46109,1953-03-22
46110,1955-05-20
46118,1953-01-27
46119,1952-05-04
46132,1954-07-20
46135,1952-02-28
46141,1955-10-20
46145,1954-09-07
46147,1952-03-15
46149,1955-12-31
46152,1954-04-19
46159,1953-06-18
46172,1952-08-26
46175,1952-04-12
46179,1953-01-13
46189,1952-09-08
46203,1955-06-02
46211,1952-03-28
46216,1954-03-14
46224,1952-07-29
46241,1954-11-28
46243,1954-05-20
46250,1953-05-24
46254,1954-04-15
46255,1953-07-30
46258,1954-10-30
46261,1955-09-16
46272,1955-06-17
46273,1954-05-15
46282,1954-11-29
46293,1954-11-06
46299,1953-10-09
46302,1955-02-26
46304,1953-06-04
46305,1955-05-26
46306,1955-09-08
46321,1952-02-05
46323,1954-09-08
46331,1953-06-27
46335,1955-10-08
46339,1955-12-29
46347,1952-03-18
46356,1953-05-15
46374,1953-10-19
46388,1953-08-21
46392,1952-10-15
46395,1955-12-22
46414,1953-03-11
46423,1954-08-20
46439,1953-01-31
46451,1954-07-10
46452,1954-05-29
46456,1955-10-02
46463,1952-08-29
46469,1952-02-23
46470,1954-05-31
46471,1952-10-11
46480,1953-10-26
46516,1954-04-15
46519,1954-05-29
46530,1953-05-18
46532,1954-02-20
46533,1955-11-19
46535,1952-06-25
46537,1952-07-31
46542,1953-12-27
46554,1953-09-01
46556,1952-07-08
46563,1954-08-18
46567,1953-07-10
46574,1955-12-13
46580,1952-09-11
46585,1954-06-17
46608,1954-04-06
46613,1955-11-29
46619,1954-04-05
46623,1954-03-23
46642,1953-05-14
46646,1952-12-10
46655,1953-07-16
46664,1953-06-27
46666,1952-06-19
46672,1954-04-12
46678,1955-07-07
46680,1952-04-05
46686,1955-07-09
46704,1954-01-19
46710,1954-04-28
46713,1954-07-14
46714,1952-02-25
46730,1955-07-17
46735,1955-07-23
46739,1953-05-15
46755,1955-06-02
46757,1955-07-17
46762,1955-05-10
46763,1954-01-25
46768,1953-06-06
46781,1954-05-17
46784,1954-05-06
46798,1954-09-09
46805,1954-01-13
46814,1955-01-13
46852,1955-07-24
46858,1954-06-24
46866,1953-10-05
46881,1953-03-27
46882,1955-02-24
46884,1955-01-31
46887,1953-11-11
46901,1954-08-20
46915,1955-12-13
46916,1952-06-24
46940,1953-08-15
46953,1954-02-28
46959,1953-02-21
46960,1952-12-29
46961,1954-08-28
46964,1953-12-08
46967,1952-09-15
46972,1953-09-28
46997,1953-08-21
47005,1953-09-22
47010,1954-04-02
47017,1953-09-13
47021,1952-08-22
47026,1955-10-27
47038,1953-04-07
47044,1954-07-14
47045,1954-03-09
47047,1954-05-29
47059,1955-03-01
47079,1955-01-18
47088,1954-01-23
47100,1953-07-29
